case:concept:name;concept:team;concept:resources
case_7272;e4;re12, re13, re6
case_7273;e6;re17, re5
case_7274;e4;re3, re13, re2, re19, re12
case_7275;e5;re7, re9
case_7276;e7;re17, re8, re19, re3, re15
case_7277;e1;re6, re17
case_7278;e7;re10, re19, re17, re1
case_7279;e9;re2, re19, re12
case_7280;e4;re4, re17, re3
case_7281;e2;re6, re1, re20
case_7282;e6;re10, re11, re2
case_7283;e4;re15, re8
case_7284;e8;re9, re3
case_7285;e2;re4, re14, re18, re17
case_7286;e2;re20, re19
case_7287;e8;re15, re19
case_7288;e2;re5, re18, re19, re12
case_7289;e2;re10, re6, re14, re18
case_7290;e3;re14, re6
case_7291;e2;re3, re5, re8
case_7292;e3;re5, re20, re14, re1, re15
case_7293;e7;re15, re13, re8, re10, re9
case_7294;e5;re9, re4
case_7295;e6;re11, re17, re12
case_7296;e6;re15, re9, re17, re12, re13
case_7297;e8;re13, re7, re18, re8
case_7298;e2;re18, re6, re3
case_7299;e6;re17, re6
case_7300;e4;re13, re18, re5, re17
case_7301;e2;re17, re14, re6, re7, re15
case_7302;e4;re13, re15
case_7303;e1;re7, re17, re4, re2, re10
case_7304;e9;re13, re15, re17
case_7305;e5;re1, re14, re2, re3
case_7306;e4;re8, re14, re4
case_7307;e4;re8, re17, re14, re19, re12
case_7308;e7;re5, re16, re15, re4
case_7309;e7;re18, re14
case_7310;e4;re14, re6, re7, re3
case_7311;e7;re9, re7
case_7312;e2;re17, re3
case_7313;e4;re12, re18, re10, re20
case_7314;e5;re11, re2, re7, re4
case_7315;e5;re14, re8, re18, re11, re12
case_7316;e6;re8, re4, re16, re15
case_7317;e1;re18, re17, re9, re4
case_7318;e5;re7, re8, re1, re12
case_7319;e2;re3, re11, re17, re16, re6
case_7320;e4;re13, re15, re1
case_7321;e6;re3, re2, re9, re13, re4
case_7322;e7;re4, re5, re3, re7
case_7323;e7;re5, re14, re16, re15, re9
case_7324;e6;re5, re6, re20, re4
case_7325;e3;re11, re14, re6
case_7326;e2;re11, re20, re10
case_7327;e3;re1, re10, re7, re2, re19
case_7328;e2;re15, re20, re14, re13
case_7329;e2;re19, re8, re1, re4, re13
case_7330;e3;re12, re3, re20, re1, re10
case_7331;e6;re2, re6, re15, re13
case_7332;e9;re7, re3, re8, re5, re1
case_7333;e1;re14, re11, re5
case_7334;e2;re8, re5, re3
case_7335;e3;re20, re10, re16, re17
case_7336;e4;re9, re5, re14
case_7337;e9;re9, re11, re7, re3
case_7338;e4;re9, re20, re19
case_7339;e7;re4, re15
case_7340;e4;re15, re1, re17, re18, re14
case_7341;e9;re19, re7, re10, re5
case_7342;e7;re18, re8
case_7343;e9;re13, re4, re17, re16, re12
case_7344;e4;re13, re12, re3
case_7345;e4;re15, re10, re17
case_7346;e9;re13, re15
case_7347;e7;re12, re14
case_7348;e9;re15, re18, re10, re2, re11
case_7349;e4;re12, re14, re8
case_7350;e8;re6, re2, re3, re13, re17
case_7351;e7;re9, re7, re15, re10, re6
case_7352;e5;re13, re16, re12
case_7353;e9;re12, re19, re16
case_7354;e7;re17, re20, re7, re18, re12
case_7355;e3;re14, re13, re20, re2
case_7356;e1;re9, re20
case_7357;e1;re6, re12, re15, re5
case_7358;e5;re3, re2, re12, re10, re17
case_7359;e5;re12, re18
case_7360;e8;re13, re3, re20, re6
case_7361;e9;re13, re14, re12, re2, re8
case_7362;e3;re13, re10, re19, re16
case_7363;e1;re4, re14, re18, re7, re16
case_7364;e8;re1, re12, re8
case_7365;e5;re10, re9
case_7366;e1;re7, re9, re3
case_7367;e7;re5, re16
case_7368;e5;re9, re16
case_7369;e7;re4, re18, re16
case_7370;e8;re11, re10, re5, re14
case_7371;e7;re20, re19
case_7372;e2;re5, re14, re2, re17, re7
case_7373;e4;re4, re6, re10
case_7374;e8;re1, re5, re15
case_7375;e3;re14, re11, re9
case_7376;e5;re20, re3, re14
case_7377;e1;re8, re4, re20
case_7378;e6;re7, re18
case_7379;e3;re16, re17, re9
case_7380;e3;re18, re7
case_7381;e2;re10, re18
case_7382;e6;re12, re17, re13, re20
case_7383;e1;re17, re16
case_7384;e1;re4, re15, re8, re7
case_7385;e5;re8, re16, re17, re13
case_7386;e2;re2, re5, re16, re1
case_7387;e8;re6, re1, re10, re2
case_7388;e9;re2, re11
case_7389;e1;re10, re12, re14
case_7390;e4;re12, re20
case_7391;e3;re16, re3
case_7392;e9;re18, re19, re13, re16
case_7393;e3;re12, re13, re15, re18
case_7394;e5;re9, re6
case_7395;e6;re11, re10
case_7396;e9;re1, re11, re17, re13, re9
case_7397;e3;re11, re6, re14, re18
case_7398;e1;re5, re12, re3
case_7399;e4;re5, re12, re17, re2
case_7400;e8;re19, re13, re15, re1, re6
case_7401;e9;re6, re5, re7, re13, re2
case_7402;e2;re16, re17, re4
case_7403;e5;re15, re9
case_7404;e1;re11, re13, re2, re10
case_7405;e3;re14, re6, re17, re20
case_7406;e9;re8, re15, re11, re9
case_7407;e1;re13, re11, re18, re3, re20
case_7408;e6;re3, re6, re16, re10, re9
case_7409;e3;re12, re10, re4, re19
case_7410;e6;re5, re15
case_7411;e1;re7, re18, re17, re20, re3
case_7412;e1;re14, re17, re9, re7, re19
case_7413;e7;re16, re7, re11, re17, re19
case_7414;e4;re8, re14, re20, re19, re9
case_7415;e8;re1, re19
case_7416;e5;re18, re11, re7, re5
case_7417;e4;re13, re11, re16
case_7418;e9;re2, re8, re4, re11
case_7419;e7;re11, re4, re14, re19
case_7420;e7;re1, re11, re5
case_7421;e6;re1, re16, re13, re11, re14
case_7422;e7;re6, re4
case_7423;e8;re4, re18, re9
case_7424;e7;re1, re2
case_7425;e6;re15, re12, re7, re3, re16
case_7426;e8;re16, re10, re3, re15
case_7427;e8;re15, re18, re19, re5
case_7428;e9;re18, re13
case_7429;e1;re18, re15
case_7430;e1;re19, re11, re2
case_7431;e5;re12, re6, re8, re20
case_7432;e5;re10, re13
case_7433;e5;re8, re4, re13, re14, re16
case_7434;e6;re13, re5, re3, re12, re15
case_7435;e7;re7, re16, re8, re6, re18
case_7436;e9;re16, re2, re7, re3
case_7437;e9;re9, re13, re19
case_7438;e6;re7, re15
case_7439;e2;re19, re17
case_7440;e5;re16, re13, re11, re12, re2
case_7441;e6;re12, re11, re17, re4
case_7442;e6;re2, re18
case_7443;e8;re17, re20
case_7444;e1;re13, re11, re20, re4, re8
case_7445;e3;re7, re17, re3
case_7446;e9;re17, re1, re8
case_7447;e5;re16, re19
case_7448;e7;re1, re2, re4, re3, re13
case_7449;e3;re9, re2, re17, re11, re10
case_7450;e7;re11, re1, re7, re16
case_7451;e6;re14, re19, re17
case_7452;e6;re14, re18, re15, re2
case_7453;e2;re14, re15, re4
case_7454;e1;re9, re19, re5
case_7455;e5;re7, re11, re8, re5
case_7456;e3;re7, re13, re18, re10, re16
case_7457;e9;re7, re1, re11
case_7458;e7;re13, re7
case_7459;e3;re1, re5, re2
case_7460;e2;re19, re5
case_7461;e2;re1, re19, re6
case_7462;e3;re12, re13, re3
case_7463;e7;re18, re5, re4
case_7464;e1;re9, re15, re2, re8, re16
case_7465;e4;re17, re16, re2, re12, re11
case_7466;e1;re20, re12
case_7467;e4;re3, re14, re11, re16
case_7468;e4;re5, re14, re7
case_7469;e3;re11, re14
case_7470;e1;re9, re1, re7, re13, re16
case_7471;e3;re7, re1, re16
case_7472;e7;re12, re9, re16, re8
case_7473;e5;re8, re20, re4, re13
case_7474;e3;re18, re3, re8, re17, re11
case_7475;e5;re4, re17, re15, re10
case_7476;e3;re14, re2, re15, re6, re11
case_7477;e7;re6, re1, re11
case_7478;e3;re8, re7, re9
case_7479;e6;re5, re2
case_7480;e9;re15, re16, re19, re14, re5
case_7481;e1;re10, re12, re1, re16, re7
case_7482;e5;re17, re11, re7, re14, re4
case_7483;e7;re4, re17, re9, re11, re13
case_7484;e8;re20, re8, re13, re2
case_7485;e8;re15, re4, re3, re11, re5
case_7486;e4;re10, re19, re6
case_7487;e3;re17, re1
case_7488;e3;re4, re12, re5
case_7489;e1;re15, re3
case_7490;e3;re11, re6
case_7491;e4;re20, re19, re14, re12
case_7492;e4;re19, re17, re3, re8, re9
case_7493;e2;re20, re15, re6, re10, re11
case_7494;e1;re4, re11, re9, re14
case_7495;e4;re17, re4, re6, re20, re12
case_7496;e4;re8, re14, re15
case_7497;e7;re6, re1, re3
case_7498;e7;re3, re10, re4, re9, re2
case_7499;e7;re9, re5, re18
case_7500;e7;re12, re6, re13
case_7501;e3;re17, re5
case_7502;e5;re10, re17, re7, re8
case_7503;e6;re10, re16
case_7504;e4;re15, re18, re11, re4, re5
case_7505;e7;re13, re6, re20, re10
case_7506;e8;re8, re16, re9, re3, re18
case_7507;e2;re17, re8, re9
case_7508;e5;re1, re2, re13, re15
case_7509;e9;re9, re17, re3, re1, re4
case_7510;e9;re13, re7, re3
case_7511;e7;re11, re5
case_7512;e8;re2, re19, re5, re8, re17
case_7513;e7;re8, re15, re17, re5
case_7514;e5;re16, re17, re5, re9, re19
case_7515;e5;re20, re8, re18, re14, re9
case_7516;e4;re4, re17, re2, re13
case_7517;e8;re10, re5
case_7518;e3;re10, re2
case_7519;e6;re17, re1, re14, re2
case_7520;e4;re3, re17
case_7521;e1;re16, re10, re18, re11
case_7522;e6;re19, re6, re18, re11
case_7523;e3;re18, re8
case_7524;e6;re15, re3
case_7525;e4;re9, re1, re14, re5
case_7526;e9;re1, re12, re13, re5, re18
case_7527;e7;re17, re13
case_7528;e8;re7, re1
case_7529;e6;re14, re19, re15
case_7530;e5;re15, re7, re13, re20, re11
case_7531;e7;re20, re9, re11, re14
case_7532;e1;re18, re16, re11
case_7533;e5;re20, re19, re17, re1, re15
case_7534;e6;re6, re12, re4
case_7535;e3;re17, re6, re20, re15
case_7536;e2;re19, re6, re4, re18, re13
case_7537;e8;re20, re7
case_7538;e6;re17, re12, re5, re7, re4
case_7539;e5;re6, re14, re4, re9
case_7540;e5;re19, re2, re5, re1, re13
case_7541;e2;re10, re6, re7
case_7542;e6;re16, re5
case_7543;e4;re12, re16
case_7544;e4;re6, re8, re9
case_7545;e5;re1, re5, re18
case_7546;e8;re11, re13, re12, re8
case_7547;e5;re11, re6, re7, re9, re20
case_7548;e9;re19, re13, re6
case_7549;e6;re19, re8, re3, re12, re7
case_7550;e8;re5, re4, re19, re6, re7
case_7551;e3;re3, re16, re13, re1
case_7552;e4;re15, re4, re8, re13, re12
case_7553;e8;re9, re7
case_7554;e3;re14, re8
case_7555;e6;re6, re17, re14, re7, re9
case_7556;e9;re9, re1, re6
case_7557;e6;re20, re12, re9
case_7558;e5;re19, re12, re10, re15
case_7559;e6;re2, re18, re20, re7
case_7560;e4;re1, re3, re14
case_7561;e2;re6, re7, re8
case_7562;e6;re3, re4, re20, re19, re18
case_7563;e3;re13, re6
case_7564;e8;re4, re8, re9
case_7565;e3;re18, re13, re15, re8
case_7566;e8;re1, re19
case_7567;e6;re1, re7, re2, re17
case_7568;e8;re4, re10, re5
case_7569;e4;re13, re3, re16
case_7570;e5;re12, re18, re10, re4, re6
case_7571;e2;re1, re4, re12, re6, re10
case_7572;e9;re6, re18, re10
case_7573;e5;re10, re20, re17
case_7574;e3;re7, re13, re20, re8, re2
case_7575;e9;re11, re20
case_7576;e5;re9, re7
case_7577;e7;re9, re18, re11, re10
case_7578;e9;re7, re16, re18, re3
case_7579;e9;re16, re20, re13
case_7580;e6;re9, re13
case_7581;e3;re18, re3
case_7582;e9;re15, re1, re14, re6
case_7583;e8;re12, re17, re20, re16, re9
case_7584;e3;re8, re20
case_7585;e5;re16, re14, re20
case_7586;e8;re11, re1, re7, re14
case_7587;e1;re10, re3, re9, re13
case_7588;e5;re7, re8, re10, re6, re4
case_7589;e2;re8, re1, re4
case_7590;e9;re20, re17, re6, re11
case_7591;e4;re11, re8, re17, re2
case_7592;e8;re20, re16, re7
case_7593;e7;re9, re10, re18, re16, re19
case_7594;e3;re18, re20, re4, re16
case_7595;e9;re17, re11, re6
case_7596;e6;re12, re3, re4, re19
case_7597;e6;re14, re5, re18, re9, re13
case_7598;e1;re12, re6, re3
case_7599;e3;re1, re16, re20, re14, re18
case_7600;e5;re17, re9, re12
case_7601;e2;re15, re16, re7, re3, re11
case_7602;e7;re13, re14
case_7603;e3;re12, re15
case_7604;e4;re4, re13
case_7605;e5;re5, re6, re4, re16
case_7606;e9;re14, re10, re5, re18, re12
case_7607;e4;re13, re20, re15
case_7608;e7;re2, re1, re3, re10
case_7609;e8;re5, re13, re11, re10, re18
case_7610;e4;re11, re5
case_7611;e6;re4, re19, re1, re13
case_7612;e5;re6, re11, re5
case_7613;e5;re14, re9
case_7614;e2;re15, re1, re18, re4
case_7615;e1;re5, re10, re18
case_7616;e3;re14, re17, re5, re11, re1
case_7617;e6;re12, re15, re9, re10
case_7618;e3;re9, re19, re5, re20
case_7619;e7;re14, re10
case_7620;e6;re1, re18, re7, re2, re3
case_7621;e9;re10, re15, re6, re1
case_7622;e2;re7, re15, re2, re17
case_7623;e5;re6, re20
case_7624;e1;re20, re18, re6
case_7625;e2;re8, re11, re5, re12, re19
case_7626;e1;re15, re18, re11, re10, re17
case_7627;e5;re20, re5, re9, re7, re14
case_7628;e4;re19, re20, re2
case_7629;e5;re20, re7, re8, re19, re2
case_7630;e3;re6, re4, re5, re3, re1
case_7631;e1;re16, re10, re8, re5
case_7632;e7;re7, re13, re14
case_7633;e2;re1, re10, re3, re16, re8
case_7634;e2;re15, re6, re16
case_7635;e8;re1, re2
case_7636;e7;re5, re20, re8, re13, re1
case_7637;e5;re8, re17, re18, re4, re14
case_7638;e8;re20, re8, re4, re10, re15
case_7639;e5;re4, re16
case_7640;e4;re4, re5, re10, re2, re11
case_7641;e3;re13, re12, re4
case_7642;e9;re19, re2
case_7643;e8;re8, re7, re19, re1, re9
case_7644;e8;re12, re3
case_7645;e4;re18, re10
case_7646;e6;re17, re20, re19, re13
case_7647;e7;re15, re17, re19
case_7648;e3;re12, re17, re13, re11, re18
case_7649;e8;re2, re18, re15, re11, re1
case_7650;e8;re4, re13, re3
case_7651;e4;re2, re9
case_7652;e1;re7, re14, re15
case_7653;e1;re4, re17
case_7654;e4;re15, re9
case_7655;e1;re19, re11, re2, re1, re17
case_7656;e3;re14, re3
case_7657;e6;re14, re13
case_7658;e3;re6, re8, re4
case_7659;e5;re19, re14
case_7660;e3;re8, re9
case_7661;e7;re16, re13, re4
case_7662;e3;re14, re3, re5, re2
case_7663;e6;re6, re16, re15
case_7664;e6;re12, re19, re3
case_7665;e4;re15, re4, re7, re18, re9
case_7666;e9;re15, re7, re10
case_7667;e4;re20, re14, re5, re17, re15
case_7668;e8;re7, re18, re9
case_7669;e3;re4, re5, re19, re13
case_7670;e3;re4, re2
case_7671;e4;re8, re10, re18, re1
case_7672;e4;re10, re19, re13, re2
case_7673;e3;re9, re11, re18, re15
case_7674;e9;re17, re16, re10, re1
case_7675;e8;re13, re5
case_7676;e5;re19, re10
case_7677;e5;re6, re11, re1, re13
case_7678;e5;re13, re16
case_7679;e1;re6, re11
case_7680;e9;re2, re5, re20, re17
case_7681;e1;re14, re10
case_7682;e1;re7, re15, re20, re4
case_7683;e4;re10, re16, re15, re14
case_7684;e3;re8, re18
case_7685;e1;re8, re2, re6
case_7686;e7;re4, re18, re16, re8, re14
case_7687;e1;re1, re17, re10
case_7688;e3;re20, re7, re9
case_7689;e5;re11, re19, re1, re14
case_7690;e6;re5, re1, re8
case_7691;e6;re6, re8, re5, re20
case_7692;e5;re17, re3, re16, re1, re14
case_7693;e4;re3, re8, re15, re1, re13
case_7694;e7;re1, re4
case_7695;e5;re8, re19, re18, re15, re17
case_7696;e3;re6, re19, re13, re18, re7
case_7697;e2;re10, re3, re1, re18, re13
case_7698;e1;re14, re1
case_7699;e7;re7, re14, re5
case_7700;e7;re2, re4
case_7701;e3;re14, re17, re18, re7
case_7702;e5;re8, re6, re19, re20, re3
case_7703;e4;re11, re10
case_7704;e6;re5, re16, re2
case_7705;e6;re9, re13, re14, re7
case_7706;e3;re13, re3, re17, re16
case_7707;e5;re14, re5, re19, re13
case_7708;e2;re8, re12, re13, re11
case_7709;e5;re3, re14, re1
case_7710;e3;re15, re8, re12, re2, re17
case_7711;e2;re3, re13, re10, re20, re18
case_7712;e4;re14, re9
case_7713;e4;re11, re9, re3
case_7714;e4;re11, re3, re5, re6
case_7715;e1;re10, re20, re19, re6
case_7716;e7;re13, re7, re19
case_7717;e2;re5, re1
case_7718;e3;re15, re1, re10, re8, re6
case_7719;e9;re17, re18, re16, re19, re20
case_7720;e2;re20, re6, re5, re9
case_7721;e3;re14, re10, re3, re8
case_7722;e6;re13, re10, re18, re5
case_7723;e1;re6, re20, re8, re14, re13
case_7724;e2;re15, re11, re19, re18, re3
case_7725;e2;re19, re13, re15
case_7726;e3;re19, re1, re17, re5, re6
case_7727;e4;re20, re19, re3, re8, re12
case_7728;e5;re7, re13, re17, re10
case_7729;e8;re17, re11, re3, re1, re19
case_7730;e2;re7, re17, re16
case_7731;e6;re20, re14, re19, re17
case_7732;e2;re11, re6, re1, re19
case_7733;e5;re20, re5, re4
case_7734;e8;re9, re19, re2, re12
case_7735;e8;re15, re2, re11
case_7736;e1;re19, re18, re13, re12
case_7737;e6;re12, re15, re20
case_7738;e3;re7, re2, re20, re14, re12
case_7739;e7;re16, re14, re19, re7, re3
case_7740;e4;re12, re7
case_7741;e7;re8, re11
case_7742;e4;re14, re11
case_7743;e2;re3, re10, re1
case_7744;e2;re12, re7, re13, re6, re11
case_7745;e2;re19, re3
case_7746;e4;re15, re18, re2, re19, re17
case_7747;e2;re5, re18, re14
case_7748;e1;re5, re14, re17
case_7749;e3;re12, re17, re8
case_7750;e4;re15, re17, re2
case_7751;e6;re6, re7, re17
case_7752;e5;re7, re19
case_7753;e1;re12, re20, re5
case_7754;e8;re8, re15, re10
case_7755;e4;re16, re7, re3, re6, re13
case_7756;e8;re11, re18, re12, re7
case_7757;e7;re5, re20
case_7758;e4;re10, re17, re19, re13
case_7759;e2;re3, re17, re9, re16
case_7760;e3;re7, re20
case_7761;e5;re12, re15, re5, re1
case_7762;e1;re9, re5, re12, re2
case_7763;e8;re1, re7, re20, re3, re9
case_7764;e5;re15, re19
case_7765;e6;re6, re10
case_7766;e9;re7, re8, re12, re15
case_7767;e3;re15, re13, re7, re2, re18
case_7768;e1;re14, re16
case_7769;e9;re16, re4
case_7770;e7;re12, re11
case_7771;e9;re4, re1, re8, re17
case_7772;e9;re7, re8
case_7773;e6;re14, re10
case_7774;e6;re18, re3, re16, re7
case_7775;e7;re14, re12, re18
case_7776;e8;re18, re5
case_7777;e2;re6, re13, re14
case_7778;e5;re3, re10, re1
case_7779;e8;re14, re9
case_7780;e4;re14, re3, re12, re9
case_7781;e4;re10, re18, re5, re8, re3
case_7782;e8;re4, re20, re18, re16
case_7783;e4;re12, re14
case_7784;e9;re13, re17
case_7785;e8;re5, re10, re19
case_7786;e9;re14, re10
case_7787;e6;re7, re2
case_7788;e8;re4, re3, re17, re9, re2
case_7789;e7;re9, re11
case_7790;e7;re6, re20, re13, re16
case_7791;e5;re1, re4, re13
case_7792;e3;re3, re19, re8
case_7793;e7;re20, re9, re19, re1, re15
case_7794;e7;re7, re10, re11, re17, re12
case_7795;e6;re6, re10, re4
case_7796;e1;re18, re3, re11, re7
case_7797;e3;re2, re15, re20
case_7798;e5;re4, re17
case_7799;e8;re15, re5, re12, re2, re11
case_7800;e9;re14, re3
case_7801;e6;re9, re15
case_7802;e6;re20, re7, re9, re8
case_7803;e2;re15, re10, re13, re18, re7
case_7804;e2;re3, re18, re5, re2
case_7805;e2;re9, re13
case_7806;e8;re12, re1, re9
case_7807;e8;re5, re15, re1
case_7808;e8;re17, re16, re6, re7
case_7809;e2;re5, re18, re9
case_7810;e3;re4, re9, re14, re1, re2
case_7811;e2;re10, re3, re19, re8
case_7812;e8;re7, re1, re16, re11
case_7813;e3;re18, re5, re13
case_7814;e5;re18, re20, re19, re5
case_7815;e6;re17, re10, re18, re4, re11
case_7816;e1;re17, re16, re4, re8, re2
case_7817;e1;re8, re1
case_7818;e7;re2, re9, re4, re8, re12
case_7819;e1;re8, re3, re5, re15
case_7820;e1;re8, re1, re3, re7, re6
case_7821;e2;re4, re2, re5, re10
case_7822;e3;re6, re18, re8, re5, re9
case_7823;e4;re7, re13
case_7824;e2;re7, re13, re16
case_7825;e9;re3, re19, re8, re18, re2
case_7826;e6;re11, re18
case_7827;e5;re7, re9
case_7828;e7;re9, re3, re19, re1, re5
case_7829;e4;re13, re7, re16, re18, re9
case_7830;e2;re8, re1, re9, re6, re5
case_7831;e4;re15, re8, re16, re10, re5
case_7832;e2;re16, re4, re12, re5
case_7833;e9;re2, re11, re8, re5, re16
case_7834;e1;re9, re12
case_7835;e5;re1, re4, re10
case_7836;e4;re9, re1, re6
case_7837;e6;re20, re2
case_7838;e9;re6, re17, re5, re3, re13
case_7839;e5;re9, re8, re3, re6, re16
case_7840;e9;re6, re9, re2
case_7841;e8;re4, re1, re8, re6, re20
case_7842;e2;re6, re4, re18
case_7843;e6;re7, re19
case_7844;e5;re15, re14, re10, re6
case_7845;e9;re13, re16
case_7846;e9;re5, re16, re3
case_7847;e9;re19, re8, re6, re7, re1
case_7848;e5;re9, re10, re5, re1
case_7849;e1;re19, re14, re3
case_7850;e6;re6, re16, re3, re2, re14
case_7851;e6;re9, re6, re13, re2, re8
case_7852;e1;re14, re17, re5, re12, re3
case_7853;e3;re6, re15, re9, re13, re8
case_7854;e8;re1, re12, re20, re15, re10
case_7855;e5;re1, re3, re6, re10, re2
case_7856;e9;re7, re19
case_7857;e5;re6, re17, re15, re19
case_7858;e3;re5, re20, re15, re18, re6
case_7859;e6;re13, re20
case_7860;e6;re9, re11, re10, re12, re14
case_7861;e5;re5, re17
case_7862;e1;re18, re9, re17, re13, re8
case_7863;e8;re15, re14, re4, re9
case_7864;e6;re1, re14, re3, re4
case_7865;e7;re12, re19, re11, re20, re13
case_7866;e2;re16, re7, re9
case_7867;e2;re4, re13, re6, re10
case_7868;e2;re20, re6, re10, re1, re18
case_7869;e8;re15, re3
case_7870;e1;re8, re7, re20, re16, re19
case_7871;e5;re5, re3, re6
case_7872;e2;re9, re7
case_7873;e4;re9, re19, re12
case_7874;e2;re14, re9
case_7875;e4;re17, re14, re4
case_7876;e8;re17, re20, re6, re3, re15
case_7877;e4;re3, re1, re4, re2, re19
case_7878;e2;re4, re9, re11, re7, re16
case_7879;e9;re10, re7
case_7880;e4;re3, re16, re15
case_7881;e3;re4, re13, re9
case_7882;e7;re11, re2, re7
case_7883;e2;re5, re12, re2
case_7884;e5;re12, re15, re1, re10, re7
case_7885;e5;re15, re5, re1
case_7886;e9;re6, re5
case_7887;e4;re11, re15, re3, re2
case_7888;e7;re16, re10, re18, re11
case_7889;e4;re14, re16, re9, re2
case_7890;e4;re20, re3
case_7891;e8;re13, re15
case_7892;e6;re4, re12, re17
case_7893;e5;re6, re15
case_7894;e5;re8, re16, re20, re18, re11
case_7895;e7;re8, re20, re13, re17
case_7896;e7;re16, re18
case_7897;e2;re17, re9
case_7898;e3;re7, re10, re15, re18, re6
case_7899;e2;re12, re18
case_7900;e6;re17, re3, re4
case_7901;e8;re6, re19
case_7902;e2;re1, re19, re10
case_7903;e7;re9, re15
case_7904;e1;re16, re9, re20, re11
case_7905;e4;re2, re12, re8
case_7906;e3;re20, re18, re13
case_7907;e2;re2, re19
case_7908;e2;re2, re4
case_7909;e6;re2, re5, re18, re1, re16
case_7910;e1;re12, re20, re8, re11, re18
case_7911;e7;re17, re16, re19, re18, re13
case_7912;e8;re3, re11, re1, re5
case_7913;e1;re5, re10, re9
case_7914;e8;re18, re13, re11
case_7915;e9;re2, re4, re18, re10, re12
case_7916;e1;re13, re17
case_7917;e8;re5, re16, re3, re20, re18
case_7918;e4;re7, re9, re6
case_7919;e3;re11, re13
case_7920;e5;re10, re15, re20
case_7921;e5;re1, re17, re5, re12
case_7922;e3;re15, re6, re2, re8
case_7923;e8;re12, re5, re2, re14
case_7924;e6;re15, re8, re18, re12, re6
case_7925;e4;re14, re1, re19, re17
case_7926;e4;re6, re14, re4, re2
case_7927;e7;re11, re10, re16, re6, re13
case_7928;e7;re15, re8, re3, re18, re4
case_7929;e9;re5, re13, re12, re2
case_7930;e4;re11, re3, re15, re1
case_7931;e5;re13, re6, re11, re18, re20
case_7932;e9;re9, re20, re11, re3
case_7933;e6;re13, re19
case_7934;e7;re8, re20, re18, re5, re11
case_7935;e9;re6, re4, re18, re12, re20
case_7936;e4;re19, re5, re9, re13, re16
case_7937;e3;re5, re3, re17
case_7938;e5;re6, re5, re13
case_7939;e3;re15, re10, re19, re11
case_7940;e9;re20, re15, re4
case_7941;e4;re1, re19, re9, re16, re15
case_7942;e9;re3, re9, re19
case_7943;e9;re9, re11, re17, re10, re14
case_7944;e5;re3, re16, re4
case_7945;e3;re11, re17, re1, re13, re16
case_7946;e5;re13, re15
case_7947;e3;re13, re10, re16
case_7948;e1;re4, re11, re13, re6, re3
case_7949;e1;re5, re4, re7
case_7950;e5;re20, re14, re8
case_7951;e3;re3, re6, re4, re9
case_7952;e1;re12, re15, re18
case_7953;e4;re5, re9, re8
case_7954;e2;re14, re12, re3
case_7955;e1;re2, re4, re8, re16, re3
case_7956;e2;re6, re9, re15, re11, re5
case_7957;e9;re5, re8, re10, re2
case_7958;e3;re14, re15, re6
case_7959;e9;re8, re3, re1
case_7960;e1;re5, re8, re2, re13
case_7961;e8;re18, re9, re12, re14
case_7962;e1;re18, re19, re16, re1, re10
case_7963;e3;re12, re9, re3, re15
case_7964;e6;re17, re10, re8, re13
case_7965;e1;re18, re17
case_7966;e8;re13, re5, re10, re11
case_7967;e1;re19, re11, re20
case_7968;e1;re9, re5, re13, re18
case_7969;e3;re18, re16, re9
case_7970;e1;re2, re18, re17, re13, re6
case_7971;e5;re8, re9, re12, re11, re17
case_7972;e6;re1, re4
case_7973;e9;re15, re18, re19, re8, re11
case_7974;e6;re18, re12, re7, re8, re11
case_7975;e4;re10, re3
case_7976;e3;re9, re8, re14, re6
case_7977;e1;re5, re7, re10, re13, re14
case_7978;e6;re4, re2, re10, re16, re1
case_7979;e5;re16, re11, re9, re7
case_7980;e2;re4, re8, re5, re7, re15
case_7981;e2;re11, re13, re8, re12
case_7982;e5;re7, re13
case_7983;e3;re6, re12, re9, re7, re2
case_7984;e3;re8, re7
case_7985;e9;re8, re5
case_7986;e3;re5, re20, re3, re18, re11
case_7987;e5;re20, re2, re5
case_7988;e9;re3, re11, re17, re10, re14
case_7989;e7;re9, re3, re6, re18, re2
case_7990;e1;re18, re1, re13, re17
case_7991;e8;re7, re2
case_7992;e2;re19, re5, re15
case_7993;e9;re6, re5, re3, re1, re17
case_7994;e9;re10, re12, re15, re6, re13
case_7995;e2;re3, re6, re14
case_7996;e2;re4, re14, re15, re18, re7
case_7997;e1;re8, re20, re3
case_7998;e1;re13, re17, re9, re18
case_7999;e5;re10, re20, re3, re12
case_8000;e4;re16, re12, re13
case_8001;e2;re10, re18, re16
case_8002;e5;re13, re10
case_8003;e4;re17, re2, re9, re7
case_8004;e9;re2, re1
case_8005;e9;re3, re17, re5
case_8006;e6;re10, re11, re1, re6
case_8007;e7;re7, re1, re4, re5
case_8008;e7;re1, re4, re17, re2
case_8009;e2;re12, re19, re20, re18
case_8010;e3;re18, re5, re8, re20
case_8011;e7;re1, re17
case_8012;e5;re4, re9, re2, re16
case_8013;e4;re10, re9, re5, re1
case_8014;e8;re13, re16, re11, re7
case_8015;e3;re16, re19, re3, re6
case_8016;e9;re5, re4
case_8017;e7;re20, re2, re12
case_8018;e2;re17, re18, re1, re2, re20
case_8019;e6;re6, re9
